date,machine_id,material_type,environment,production_yield,defect_rate,machine_downtime,temperature,humidity
2023-11-22,Machine_4,Silicon,Cleanroom_2,84.07,3.42,19.13,22.2,44.57
2023-02-03,Machine_15,Silicon Carbide,Cleanroom_4,97.85,2.46,8.28,28.05,33.06
2024-10-18,Machine_7,Germanium,Cleanroom_2,76.68,1.3,18.49,27.15,42.22
2023-03-07,Machine_7,Gallium Arsenide,Cleanroom_4,71.22,9.76,4.48,26.09,42.99
2023-03-23,Machine_11,Germanium,Cleanroom_2,89.58,2.11,23.94,21.81,43.63
2024-03-02,Machine_11,Gallium Arsenide,Cleanroom_4,70.21,9.44,13.39,29.27,34.7
2024-08-27,Machine_10,Silicon,Cleanroom_4,94.3,9.37,18.98,22.1,36.38
2023-04-17,Machine_2,Silicon,Cleanroom_1,99.63,8.81,1.82,21.77,43.6
2023-12-24,Machine_18,Germanium,Cleanroom_3,87.88,0.24,11.09,27.2,47.74
2023-05-25,Machine_10,Gallium Arsenide,Cleanroom_3,91.58,5.77,17.94,24.52,48.76
2024-08-08,Machine_16,Germanium,Cleanroom_1,97.29,9.88,22.77,23.86,42.5
2024-10-16,Machine_14,Germanium,Cleanroom_1,99.28,0.89,7.05,27.73,43.3
2024-07-25,Machine_15,Gallium Arsenide,Cleanroom_1,80.25,6.3,15.48,25.13,41.99
2023-12-11,Machine_18,Germanium,Cleanroom_2,91.18,6.54,6.5,20.66,39.0
2024-05-17,Machine_15,Germanium,Cleanroom_1,80.48,1.48,19.54,23.54,42.4
2023-03-13,Machine_16,Silicon,Cleanroom_3,91.29,3.89,13.5,22.45,39.07
2023-06-04,Machine_6,Silicon,Cleanroom_1,76.77,8.51,8.85,22.75,34.89
2023-05-08,Machine_18,Germanium,Cleanroom_1,84.69,7.66,20.86,29.92,32.43
2024-06-11,Machine_7,Germanium,Cleanroom_2,85.76,5.03,23.73,25.55,43.54
2024-04-07,Machine_5,Gallium Arsenide,Cleanroom_1,76.72,1.18,10.39,24.65,39.23
2023-08-15,Machine_9,Gallium Arsenide,Cleanroom_1,99.01,5.56,8.97,21.07,35.59
2024-06-15,Machine_2,Germanium,Cleanroom_2,82.72,4.03,9.74,23.28,33.44
2024-03-04,Machine_11,Silicon Carbide,Cleanroom_4,83.02,1.63,4.45,20.48,39.41
2024-05-01,Machine_10,Gallium Arsenide,Cleanroom_2,92.69,1.05,9.76,29.64,37.76
2024-10-25,Machine_14,Gallium Arsenide,Cleanroom_2,88.29,0.18,10.51,28.41,31.52
2023-03-07,Machine_15,Germanium,Cleanroom_4,75.98,9.76,16.44,27.91,35.87
2024-02-20,Machine_19,Germanium,Cleanroom_2,71.77,9.62,12.91,29.03,42.81
2023-09-12,Machine_3,Silicon Carbide,Cleanroom_3,73.91,4.24,5.31,29.34,32.44
2023-01-14,Machine_7,Silicon Carbide,Cleanroom_2,75.35,4.84,20.24,28.65,33.42
2024-03-05,Machine_20,Silicon,Cleanroom_1,70.22,5.95,9.19,26.41,44.2
2023-05-18,Machine_4,Germanium,Cleanroom_2,79.88,8.62,0.01,24.23,34.09
2024-10-26,Machine_12,Silicon Carbide,Cleanroom_1,91.26,9.65,7.73,23.76,40.86
2023-03-09,Machine_16,Silicon,Cleanroom_1,92.12,0.89,6.64,24.81,37.96
2024-01-12,Machine_7,Silicon,Cleanroom_3,84.59,4.96,21.89,28.22,40.13
2023-07-17,Machine_18,Silicon,Cleanroom_4,93.84,4.17,3.33,21.87,45.46
2023-09-28,Machine_2,Germanium,Cleanroom_2,76.55,7.48,21.88,25.06,31.6
2023-07-15,Machine_2,Silicon,Cleanroom_1,91.49,5.8,14.57,24.8,37.14
2024-09-09,Machine_6,Germanium,Cleanroom_4,82.4,4.59,18.97,23.06,47.94
2023-10-21,Machine_6,Silicon,Cleanroom_4,84.17,8.6,14.45,24.79,33.44
2024-11-19,Machine_10,Germanium,Cleanroom_4,71.96,2.19,16.68,29.65,36.83
2023-04-03,Machine_2,Gallium Arsenide,Cleanroom_4,87.29,1.65,23.23,25.68,49.11
2024-01-27,Machine_8,Silicon Carbide,Cleanroom_2,99.87,1.96,6.26,21.7,33.96
2023-09-27,Machine_19,Silicon Carbide,Cleanroom_4,93.99,5.36,10.02,21.56,48.73
2024-04-03,Machine_1,Silicon Carbide,Cleanroom_4,74.73,6.5,8.25,27.32,47.04
2023-02-02,Machine_20,Silicon Carbide,Cleanroom_1,89.11,9.84,23.06,27.04,31.69
2023-05-15,Machine_5,Gallium Arsenide,Cleanroom_4,77.2,7.74,22.05,28.55,30.38
2024-07-24,Machine_8,Germanium,Cleanroom_3,90.6,3.23,8.64,27.56,45.6
2023-10-12,Machine_12,Gallium Arsenide,Cleanroom_4,90.13,7.65,19.23,28.22,36.71
2023-06-07,Machine_2,Silicon,Cleanroom_3,76.79,4.16,18.95,24.33,34.05
2023-12-03,Machine_11,Gallium Arsenide,Cleanroom_4,89.13,3.95,23.87,24.85,48.82
2023-11-26,Machine_5,Gallium Arsenide,Cleanroom_3,86.87,0.33,8.32,26.39,36.65
2024-01-16,Machine_5,Gallium Arsenide,Cleanroom_2,83.83,4.29,23.96,29.28,39.58
2024-07-28,Machine_5,Silicon Carbide,Cleanroom_2,95.51,0.43,9.92,25.7,37.9
2023-11-18,Machine_19,Silicon,Cleanroom_2,86.24,7.63,14.12,23.84,40.66
2024-09-07,Machine_4,Silicon,Cleanroom_3,80.05,9.64,17.5,27.89,38.94
2024-02-27,Machine_10,Germanium,Cleanroom_3,98.69,7.37,21.64,27.94,44.31
2023-10-24,Machine_6,Gallium Arsenide,Cleanroom_2,82.54,4.51,15.25,27.17,49.99
2023-10-08,Machine_7,Silicon Carbide,Cleanroom_3,70.67,5.45,13.0,26.1,30.32
2024-01-13,Machine_3,Silicon Carbide,Cleanroom_4,72.72,5.76,1.79,27.13,32.37
2023-08-31,Machine_15,Germanium,Cleanroom_1,89.89,2.37,2.53,28.01,31.75
2024-07-10,Machine_10,Gallium Arsenide,Cleanroom_1,73.91,0.25,11.42,25.86,43.28
2023-04-26,Machine_15,Germanium,Cleanroom_4,79.85,8.89,22.43,26.98,41.08
2024-09-14,Machine_4,Gallium Arsenide,Cleanroom_2,81.49,0.71,12.37,24.23,33.99
2023-05-11,Machine_8,Silicon Carbide,Cleanroom_3,88.62,0.48,22.13,29.27,43.34
2023-05-09,Machine_12,Germanium,Cleanroom_4,91.4,3.33,6.27,25.55,48.54
2024-10-29,Machine_5,Gallium Arsenide,Cleanroom_2,86.97,0.43,15.04,20.13,43.7
2024-11-25,Machine_17,Gallium Arsenide,Cleanroom_4,87.94,2.9,11.08,28.98,33.7
2023-04-17,Machine_16,Silicon,Cleanroom_4,82.55,6.32,1.3,27.85,34.82
2024-08-30,Machine_20,Silicon,Cleanroom_3,99.0,3.86,2.63,22.76,30.69
2023-09-01,Machine_16,Gallium Arsenide,Cleanroom_4,88.59,5.75,9.11,28.92,48.29
2023-07-16,Machine_16,Silicon Carbide,Cleanroom_3,78.21,9.53,4.11,27.1,39.83
2024-05-20,Machine_20,Silicon,Cleanroom_4,85.16,3.74,6.09,24.58,44.75
2024-02-22,Machine_9,Silicon,Cleanroom_4,88.59,8.73,16.17,27.97,44.62
2024-10-17,Machine_13,Germanium,Cleanroom_3,97.79,4.27,11.67,21.65,43.51
2023-01-25,Machine_8,Silicon Carbide,Cleanroom_4,88.79,1.12,10.86,23.89,47.7
2024-02-29,Machine_14,Germanium,Cleanroom_4,92.3,1.64,5.41,27.98,38.82
2024-09-22,Machine_9,Silicon,Cleanroom_4,93.06,1.86,4.42,29.08,36.62
2024-11-07,Machine_15,Gallium Arsenide,Cleanroom_2,94.85,0.24,19.28,26.74,45.44
2023-08-28,Machine_5,Silicon,Cleanroom_3,88.6,7.83,2.86,23.03,47.48
2023-06-05,Machine_17,Gallium Arsenide,Cleanroom_4,90.07,5.87,3.56,28.28,31.49
2024-08-01,Machine_9,Silicon,Cleanroom_1,84.57,4.63,1.81,26.17,42.67
2024-01-23,Machine_11,Gallium Arsenide,Cleanroom_2,83.61,1.54,12.15,25.59,43.14
2024-12-29,Machine_2,Silicon,Cleanroom_1,83.37,5.14,21.56,26.42,34.35
2023-02-26,Machine_7,Silicon Carbide,Cleanroom_3,90.79,0.3,17.53,23.72,40.5
2024-03-25,Machine_13,Germanium,Cleanroom_3,74.85,6.44,21.69,23.86,42.18
2024-04-29,Machine_3,Silicon Carbide,Cleanroom_4,96.39,6.01,23.98,22.58,37.27
2023-01-07,Machine_18,Gallium Arsenide,Cleanroom_2,98.19,5.74,3.99,29.62,30.11
2024-02-07,Machine_9,Silicon Carbide,Cleanroom_4,90.0,3.81,7.52,25.94,31.48
2023-08-31,Machine_13,Germanium,Cleanroom_4,74.28,6.29,13.71,28.45,36.61
2024-02-01,Machine_11,Silicon Carbide,Cleanroom_3,73.0,8.74,11.81,21.11,33.31
2023-10-05,Machine_6,Silicon Carbide,Cleanroom_1,82.64,3.69,13.3,22.02,46.6
2024-07-29,Machine_3,Gallium Arsenide,Cleanroom_2,88.94,0.57,0.79,29.6,32.68
2023-02-18,Machine_4,Silicon Carbide,Cleanroom_3,76.97,3.58,8.42,20.26,32.23
2023-03-16,Machine_18,Silicon,Cleanroom_4,76.86,9.24,8.22,27.07,49.23
2024-08-02,Machine_17,Silicon,Cleanroom_3,94.9,7.02,18.59,24.88,46.22
2023-12-17,Machine_16,Silicon Carbide,Cleanroom_3,72.11,8.61,13.87,25.67,41.11
2023-05-02,Machine_1,Germanium,Cleanroom_2,72.72,8.25,22.48,20.09,41.74
2024-09-05,Machine_15,Gallium Arsenide,Cleanroom_4,87.59,4.88,22.28,22.9,34.56
2024-11-30,Machine_4,Silicon Carbide,Cleanroom_3,95.35,7.83,9.39,24.91,38.77
2023-12-04,Machine_13,Silicon Carbide,Cleanroom_1,81.14,3.21,22.35,20.64,48.2
2023-06-13,Machine_9,Germanium,Cleanroom_3,96.29,9.05,17.62,27.25,37.06
2024-07-25,Machine_20,Silicon Carbide,Cleanroom_2,94.24,9.26,5.92,25.25,41.65
2024-04-26,Machine_9,Gallium Arsenide,Cleanroom_1,86.71,4.66,7.94,26.86,46.8
2024-08-08,Machine_20,Gallium Arsenide,Cleanroom_2,79.02,5.2,3.85,29.73,38.88
2023-09-09,Machine_8,Silicon,Cleanroom_4,77.46,4.64,8.05,20.63,42.53
2024-11-17,Machine_16,Silicon Carbide,Cleanroom_1,96.45,2.11,9.81,28.43,48.38
2024-07-29,Machine_2,Silicon Carbide,Cleanroom_2,99.21,9.01,21.25,28.42,43.39
2024-03-31,Machine_9,Gallium Arsenide,Cleanroom_3,84.89,6.15,1.42,20.93,49.37
2023-03-30,Machine_2,Silicon Carbide,Cleanroom_3,95.09,0.93,6.06,23.6,35.27
2023-09-05,Machine_5,Germanium,Cleanroom_2,98.32,1.18,4.65,20.04,40.93
2024-05-05,Machine_6,Gallium Arsenide,Cleanroom_1,84.99,2.78,11.43,29.68,48.66
2023-06-02,Machine_12,Silicon Carbide,Cleanroom_1,86.55,3.91,0.49,23.24,31.81
2024-03-22,Machine_9,Germanium,Cleanroom_1,84.35,6.67,14.11,20.19,45.28
2023-08-07,Machine_20,Silicon Carbide,Cleanroom_3,73.24,4.07,12.18,29.96,45.5
2024-08-20,Machine_1,Silicon Carbide,Cleanroom_4,95.74,1.17,19.47,21.38,37.15
2024-06-06,Machine_7,Germanium,Cleanroom_3,78.93,5.36,8.54,23.9,46.2
2024-06-11,Machine_13,Gallium Arsenide,Cleanroom_4,90.1,2.87,22.75,22.05,47.39
2024-07-02,Machine_7,Germanium,Cleanroom_4,85.48,3.92,4.06,28.47,42.57
2023-08-12,Machine_19,Germanium,Cleanroom_1,74.36,7.49,9.15,28.57,37.64
2023-06-26,Machine_18,Gallium Arsenide,Cleanroom_4,97.61,7.17,16.61,27.76,30.06
2023-06-28,Machine_12,Silicon,Cleanroom_1,83.66,5.34,0.54,23.02,33.63
2024-03-25,Machine_4,Silicon Carbide,Cleanroom_3,84.88,1.24,23.32,29.66,49.98
2024-01-21,Machine_13,Silicon Carbide,Cleanroom_3,84.52,8.09,14.35,25.5,33.27
2023-09-07,Machine_2,Silicon,Cleanroom_1,77.06,2.76,20.67,28.53,42.7
2023-08-19,Machine_17,Germanium,Cleanroom_4,92.96,1.58,22.03,24.11,49.95
2023-12-20,Machine_1,Gallium Arsenide,Cleanroom_3,81.53,5.32,18.52,26.09,36.74
2024-12-13,Machine_11,Silicon,Cleanroom_4,93.06,9.41,5.33,29.72,37.74
2023-10-30,Machine_9,Germanium,Cleanroom_3,93.91,7.58,5.83,28.23,46.88
2023-11-21,Machine_9,Silicon,Cleanroom_2,94.39,5.61,21.19,29.6,34.82
2024-09-16,Machine_19,Germanium,Cleanroom_2,92.37,1.14,20.4,26.65,38.97
2024-01-29,Machine_10,Germanium,Cleanroom_2,73.58,7.35,0.48,27.78,45.46
2024-09-20,Machine_11,Gallium Arsenide,Cleanroom_3,89.85,1.68,1.0,28.8,45.67
2024-09-03,Machine_2,Silicon,Cleanroom_4,74.86,3.36,3.86,23.84,34.87
2023-09-11,Machine_2,Silicon Carbide,Cleanroom_1,99.51,4.76,12.62,26.31,44.4
2024-01-04,Machine_5,Gallium Arsenide,Cleanroom_4,84.42,1.8,3.82,27.72,33.3
2023-03-14,Machine_15,Silicon,Cleanroom_4,85.18,2.67,13.43,22.29,44.97
2023-11-10,Machine_11,Silicon,Cleanroom_3,85.08,5.21,15.72,21.62,35.43
2023-11-09,Machine_9,Silicon,Cleanroom_1,78.78,6.92,21.73,28.84,45.84
2023-04-06,Machine_10,Silicon Carbide,Cleanroom_2,79.47,5.69,10.16,22.99,32.57
2024-03-10,Machine_7,Gallium Arsenide,Cleanroom_4,74.87,3.98,14.41,22.63,46.03
2023-11-15,Machine_17,Silicon Carbide,Cleanroom_4,74.38,7.73,20.54,26.41,33.01
2024-11-07,Machine_20,Germanium,Cleanroom_4,84.62,6.93,4.0,23.58,30.71
2023-05-21,Machine_10,Germanium,Cleanroom_2,94.51,3.81,20.21,20.82,45.55
2024-09-04,Machine_17,Silicon Carbide,Cleanroom_2,95.26,5.87,9.56,20.31,46.38
2024-06-17,Machine_20,Silicon,Cleanroom_4,80.99,1.47,0.61,23.65,40.8
2024-12-20,Machine_18,Silicon,Cleanroom_2,80.57,8.88,11.05,22.55,38.56
2024-08-29,Machine_7,Silicon Carbide,Cleanroom_3,74.1,1.24,5.88,24.02,37.77
2023-04-20,Machine_5,Silicon,Cleanroom_3,87.73,3.92,17.03,21.82,38.7
2023-01-05,Machine_5,Silicon Carbide,Cleanroom_4,99.72,0.18,21.23,29.21,44.88
2023-03-06,Machine_5,Germanium,Cleanroom_2,93.02,5.9,16.33,20.78,41.62
2024-02-26,Machine_18,Silicon,Cleanroom_4,89.16,8.94,10.74,20.42,46.63
2024-06-27,Machine_8,Germanium,Cleanroom_4,82.6,0.52,22.87,21.23,40.97
2023-02-20,Machine_17,Gallium Arsenide,Cleanroom_2,73.3,6.32,6.25,22.29,31.03
2024-09-23,Machine_18,Silicon Carbide,Cleanroom_1,97.73,8.05,0.68,27.04,43.82
2024-05-01,Machine_11,Gallium Arsenide,Cleanroom_1,91.31,6.21,9.34,28.03,31.76
2023-04-11,Machine_9,Germanium,Cleanroom_3,99.51,1.15,16.7,23.07,31.98
2023-08-27,Machine_6,Germanium,Cleanroom_1,94.75,7.56,6.96,25.16,40.96
2023-04-18,Machine_17,Silicon,Cleanroom_1,97.17,7.21,14.9,20.58,42.46
2023-09-10,Machine_11,Silicon,Cleanroom_2,77.0,3.22,19.73,22.66,34.23
2024-12-19,Machine_8,Silicon Carbide,Cleanroom_3,97.64,5.57,15.97,26.33,31.29
2023-05-19,Machine_3,Gallium Arsenide,Cleanroom_3,74.84,5.94,6.05,25.61,33.91
2023-10-08,Machine_9,Gallium Arsenide,Cleanroom_3,72.21,8.57,7.24,29.45,46.63
2024-04-30,Machine_9,Silicon,Cleanroom_4,97.49,2.71,6.0,29.45,39.71
2023-10-30,Machine_4,Gallium Arsenide,Cleanroom_1,94.71,1.25,20.75,27.3,44.08
2023-10-03,Machine_2,Gallium Arsenide,Cleanroom_1,96.99,9.27,15.12,25.12,49.98
2023-11-05,Machine_17,Silicon,Cleanroom_2,95.32,5.41,9.01,28.88,46.51
2024-04-01,Machine_18,Silicon Carbide,Cleanroom_3,72.98,4.5,23.71,24.26,42.3
2023-09-04,Machine_16,Silicon,Cleanroom_2,78.88,8.77,9.77,24.59,37.97
2023-02-24,Machine_8,Silicon Carbide,Cleanroom_2,79.8,2.47,21.67,21.05,48.34
2024-08-08,Machine_1,Silicon,Cleanroom_1,93.02,8.39,19.17,29.05,42.31
2023-08-21,Machine_1,Silicon,Cleanroom_3,79.95,2.53,8.41,26.48,35.55
2024-08-10,Machine_12,Germanium,Cleanroom_4,96.74,0.17,8.74,22.72,48.82
2023-07-29,Machine_6,Germanium,Cleanroom_4,92.76,0.28,12.83,20.04,34.28
2023-02-08,Machine_8,Germanium,Cleanroom_4,78.12,9.53,0.95,25.71,49.11
2024-12-31,Machine_3,Silicon Carbide,Cleanroom_3,73.23,8.63,18.91,23.85,30.11
2024-01-24,Machine_9,Gallium Arsenide,Cleanroom_2,77.03,9.43,7.52,27.11,37.36
2024-09-08,Machine_18,Silicon,Cleanroom_1,97.46,1.64,8.3,23.32,46.91
2024-03-05,Machine_8,Silicon,Cleanroom_3,90.19,1.92,14.92,23.75,48.95
2023-03-13,Machine_5,Germanium,Cleanroom_2,94.48,3.26,3.57,21.75,40.62
2024-06-13,Machine_18,Silicon Carbide,Cleanroom_1,77.15,5.97,16.64,27.32,42.15
2023-10-23,Machine_16,Germanium,Cleanroom_2,77.44,4.18,3.23,20.97,41.85
2023-11-15,Machine_10,Silicon Carbide,Cleanroom_1,99.04,3.41,20.44,25.74,45.9
2023-03-26,Machine_3,Silicon Carbide,Cleanroom_3,97.1,5.43,14.67,27.88,48.87
2023-08-01,Machine_8,Germanium,Cleanroom_2,90.53,3.99,17.14,26.99,31.22
2023-07-31,Machine_18,Silicon,Cleanroom_1,79.59,9.64,6.16,25.92,36.04
2024-05-01,Machine_2,Silicon,Cleanroom_4,84.8,5.53,13.64,25.48,38.27
2024-09-10,Machine_17,Gallium Arsenide,Cleanroom_4,99.88,9.55,12.02,25.13,33.11
2023-09-17,Machine_10,Silicon Carbide,Cleanroom_2,94.68,6.85,16.48,24.23,33.95
2024-08-17,Machine_13,Germanium,Cleanroom_4,93.76,9.92,4.06,23.83,49.0
2023-12-18,Machine_4,Silicon Carbide,Cleanroom_1,85.35,2.35,5.71,29.42,47.32
2024-09-27,Machine_4,Silicon Carbide,Cleanroom_3,80.38,8.89,0.35,21.76,35.05
2024-03-04,Machine_5,Germanium,Cleanroom_2,97.16,0.95,14.16,27.54,46.7
2024-12-18,Machine_4,Silicon,Cleanroom_2,81.9,2.43,3.22,20.12,32.82
2023-09-09,Machine_12,Silicon,Cleanroom_1,84.12,2.05,10.91,21.25,31.92
2024-08-08,Machine_7,Germanium,Cleanroom_2,75.02,6.25,16.59,26.91,47.65
2023-11-25,Machine_4,Gallium Arsenide,Cleanroom_2,91.73,7.15,0.05,23.16,32.55
2024-12-01,Machine_16,Gallium Arsenide,Cleanroom_1,91.87,7.84,8.37,25.59,47.74
2024-12-03,Machine_16,Germanium,Cleanroom_3,80.91,1.25,6.6,21.69,34.23
2023-08-10,Machine_15,Gallium Arsenide,Cleanroom_3,82.97,3.14,18.75,29.48,45.52
2024-01-15,Machine_3,Silicon Carbide,Cleanroom_3,75.51,3.72,7.29,21.73,31.11
2024-10-30,Machine_15,Germanium,Cleanroom_4,91.69,4.56,14.9,24.4,37.5
2024-06-21,Machine_11,Silicon,Cleanroom_1,90.68,8.78,8.43,26.43,47.3
2024-11-06,Machine_20,Silicon,Cleanroom_3,89.06,7.15,0.5,24.46,38.74
2024-07-22,Machine_12,Silicon Carbide,Cleanroom_4,86.79,3.54,20.73,23.57,31.28
2023-10-24,Machine_19,Silicon Carbide,Cleanroom_3,91.07,7.53,7.85,28.91,34.31
2024-12-25,Machine_12,Silicon Carbide,Cleanroom_2,72.34,2.43,8.61,22.64,45.23
2024-06-16,Machine_13,Silicon,Cleanroom_2,71.84,9.57,8.9,26.21,32.59
2024-12-17,Machine_13,Silicon Carbide,Cleanroom_1,79.53,2.72,23.54,24.72,48.74
2024-05-20,Machine_10,Silicon Carbide,Cleanroom_4,75.66,7.93,6.93,20.43,39.75
2024-10-07,Machine_12,Germanium,Cleanroom_3,92.86,9.61,2.84,27.63,46.58
2023-12-11,Machine_14,Silicon,Cleanroom_4,86.4,2.95,13.11,20.29,34.45
2023-09-26,Machine_2,Gallium Arsenide,Cleanroom_3,86.31,3.69,14.73,29.01,34.24
2024-05-26,Machine_12,Germanium,Cleanroom_4,89.57,7.39,16.59,28.17,42.07
2023-09-17,Machine_8,Germanium,Cleanroom_3,91.1,6.12,0.28,24.07,49.8
