date,machine_id,material_type,environment,production_yield,defect_rate,machine_downtime,temperature,humidity
2024-12-28,Machine_1,Silicon Carbide,Cleanroom_3,92.53,1.07,18.12,22.74,30.18
2024-03-14,Machine_9,Gallium Arsenide,Cleanroom_3,78.94,7.25,8.1,27.77,37.82
2023-05-06,Machine_15,Silicon,Cleanroom_3,75.92,2.95,20.79,23.16,33.09
2024-10-26,Machine_9,Germanium,Cleanroom_3,78.7,5.21,16.64,23.21,36.58
2024-03-03,Machine_14,Gallium Arsenide,Cleanroom_2,98.08,3.41,10.63,20.72,47.92
2023-09-21,Machine_15,Germanium,Cleanroom_4,88.55,5.7,6.88,23.7,34.48
2023-03-01,Machine_10,Germanium,Cleanroom_1,84.01,6.96,11.02,25.44,42.71
2024-09-20,Machine_6,Silicon Carbide,Cleanroom_2,72.3,5.73,4.33,20.3,34.91
2023-04-08,Machine_3,Germanium,Cleanroom_1,86.18,7.43,15.61,20.56,44.14
2023-12-06,Machine_17,Silicon,Cleanroom_2,70.92,3.19,21.96,23.13,37.58
2023-08-23,Machine_5,Germanium,Cleanroom_1,96.83,2.98,4.38,21.98,34.27
2024-07-20,Machine_7,Silicon,Cleanroom_4,94.34,7.76,19.54,23.21,37.56
2024-08-22,Machine_1,Silicon,Cleanroom_4,91.56,2.52,23.47,24.45,34.75
2023-06-06,Machine_5,Silicon Carbide,Cleanroom_2,75.54,5.66,0.9,24.03,30.35
2024-09-25,Machine_5,Gallium Arsenide,Cleanroom_3,71.52,1.2,8.43,20.44,39.99
2024-03-30,Machine_5,Gallium Arsenide,Cleanroom_4,78.11,4.16,13.52,22.68,39.07
2024-08-15,Machine_7,Silicon,Cleanroom_4,70.76,8.42,22.8,28.32,31.05
2023-12-30,Machine_20,Gallium Arsenide,Cleanroom_3,99.78,7.94,19.05,20.84,45.29
2023-11-26,Machine_18,Gallium Arsenide,Cleanroom_3,70.57,3.46,6.01,26.93,41.16
2024-11-22,Machine_4,Silicon,Cleanroom_1,94.63,1.13,20.05,25.26,44.23
2023-04-09,Machine_8,Silicon Carbide,Cleanroom_3,71.96,0.22,14.3,29.82,48.23
2024-02-19,Machine_9,Silicon,Cleanroom_4,74.61,9.09,10.0,28.54,45.78
2024-11-25,Machine_1,Germanium,Cleanroom_3,86.71,9.73,7.57,29.52,49.85
2023-11-18,Machine_6,Germanium,Cleanroom_1,86.29,0.67,19.29,29.34,30.23
2024-06-18,Machine_4,Silicon Carbide,Cleanroom_4,95.0,3.46,9.83,22.82,41.88
2024-01-07,Machine_8,Silicon Carbide,Cleanroom_1,73.2,1.79,7.1,21.33,34.77
2024-12-21,Machine_11,Gallium Arsenide,Cleanroom_3,78.97,5.94,19.5,21.36,35.1
2023-10-09,Machine_17,Silicon Carbide,Cleanroom_4,75.01,9.58,21.14,26.72,32.99
2024-09-11,Machine_6,Gallium Arsenide,Cleanroom_2,72.21,1.81,5.9,24.76,39.11
2024-11-23,Machine_13,Germanium,Cleanroom_2,94.14,5.87,8.87,20.5,41.61
2024-10-21,Machine_7,Germanium,Cleanroom_1,79.43,1.21,11.43,23.34,33.78
2023-05-24,Machine_4,Germanium,Cleanroom_4,99.81,7.26,12.89,29.25,40.37
2024-08-25,Machine_16,Silicon,Cleanroom_1,80.73,0.64,11.87,21.49,41.38
2023-03-05,Machine_16,Germanium,Cleanroom_2,97.15,7.26,16.45,20.4,31.89
2024-11-15,Machine_3,Gallium Arsenide,Cleanroom_2,96.46,9.45,8.51,24.96,47.98
2024-11-22,Machine_1,Silicon,Cleanroom_1,78.82,4.44,2.8,28.36,31.63
2023-07-03,Machine_10,Silicon,Cleanroom_4,85.17,4.11,21.44,29.57,45.82
2024-02-18,Machine_3,Silicon Carbide,Cleanroom_2,77.45,4.86,18.36,23.24,39.4
2024-11-20,Machine_11,Silicon,Cleanroom_4,83.39,3.99,13.89,21.31,47.81
2023-01-12,Machine_16,Silicon,Cleanroom_2,77.97,2.85,14.42,25.52,41.17
2023-08-09,Machine_9,Germanium,Cleanroom_4,87.11,3.27,0.11,20.45,45.54
2024-03-23,Machine_20,Gallium Arsenide,Cleanroom_3,73.71,5.54,13.85,20.17,37.16
2024-02-08,Machine_20,Gallium Arsenide,Cleanroom_1,99.53,4.99,15.64,24.16,41.94
2024-06-27,Machine_1,Silicon Carbide,Cleanroom_1,93.86,6.3,3.62,24.8,35.08
2024-11-16,Machine_10,Silicon,Cleanroom_4,74.69,1.39,5.96,26.44,47.8
2024-03-03,Machine_1,Germanium,Cleanroom_1,75.13,8.47,7.19,26.84,44.28
2024-11-28,Machine_14,Germanium,Cleanroom_3,93.13,1.64,1.15,23.14,41.32
2023-08-12,Machine_4,Germanium,Cleanroom_2,93.77,9.46,19.29,25.17,44.19
2023-01-08,Machine_2,Gallium Arsenide,Cleanroom_1,90.28,0.6,4.73,21.2,37.93
2024-02-14,Machine_5,Germanium,Cleanroom_1,83.09,4.08,12.47,25.26,37.28
2024-07-14,Machine_2,Germanium,Cleanroom_3,93.99,3.1,23.66,28.05,38.92
2024-12-25,Machine_17,Silicon Carbide,Cleanroom_2,98.08,4.48,2.41,27.5,47.32
2024-01-06,Machine_20,Silicon,Cleanroom_3,71.7,0.62,12.61,20.79,34.24
2023-08-05,Machine_3,Silicon Carbide,Cleanroom_3,90.87,4.5,0.77,21.72,40.91
2023-07-08,Machine_3,Germanium,Cleanroom_3,98.29,1.4,22.15,24.1,43.71
2024-07-10,Machine_19,Silicon Carbide,Cleanroom_1,85.83,7.1,0.75,21.75,45.36
2023-05-13,Machine_20,Silicon Carbide,Cleanroom_2,84.53,0.93,3.92,28.31,39.5
2023-01-24,Machine_3,Silicon,Cleanroom_1,86.74,0.8,21.77,24.31,37.2
2024-03-12,Machine_13,Silicon Carbide,Cleanroom_2,93.21,2.47,18.01,26.76,44.53
2024-03-24,Machine_16,Silicon Carbide,Cleanroom_3,93.55,4.54,23.16,23.77,37.57
2024-05-25,Machine_20,Gallium Arsenide,Cleanroom_1,95.84,3.16,1.56,22.28,39.1
2024-01-15,Machine_12,Gallium Arsenide,Cleanroom_3,95.5,4.47,10.73,27.03,40.13
2023-05-02,Machine_8,Germanium,Cleanroom_4,93.08,7.12,12.26,21.55,42.85
2023-08-19,Machine_7,Silicon Carbide,Cleanroom_1,75.76,7.8,19.38,24.16,40.02
2023-09-09,Machine_18,Silicon,Cleanroom_2,81.64,4.66,22.42,29.85,38.29
2024-03-07,Machine_11,Silicon Carbide,Cleanroom_1,86.82,5.59,14.01,24.36,36.26
2023-11-02,Machine_1,Gallium Arsenide,Cleanroom_3,92.44,4.19,20.94,22.55,36.88
2023-06-16,Machine_6,Gallium Arsenide,Cleanroom_4,90.04,7.7,17.52,28.31,32.54
2024-11-20,Machine_6,Gallium Arsenide,Cleanroom_4,86.41,6.74,1.27,26.02,44.7
2023-10-19,Machine_19,Gallium Arsenide,Cleanroom_1,87.63,1.67,9.35,28.72,35.66
2024-08-21,Machine_14,Silicon,Cleanroom_2,70.55,2.78,12.02,29.74,45.2
2023-11-23,Machine_5,Silicon,Cleanroom_4,84.49,8.45,20.02,27.04,43.32
2023-01-10,Machine_15,Silicon Carbide,Cleanroom_1,73.75,1.83,12.09,28.84,41.8
2024-06-16,Machine_4,Gallium Arsenide,Cleanroom_4,97.75,5.19,5.84,29.55,47.59
2023-12-10,Machine_3,Silicon,Cleanroom_4,78.03,2.99,5.34,24.04,39.41
2023-02-06,Machine_3,Gallium Arsenide,Cleanroom_2,95.3,6.78,3.33,29.13,41.17
2024-12-21,Machine_6,Silicon,Cleanroom_3,73.08,7.83,5.96,29.93,32.27
2024-09-25,Machine_4,Germanium,Cleanroom_2,94.12,4.37,6.35,20.86,41.34
2024-08-17,Machine_5,Germanium,Cleanroom_1,90.53,0.15,1.36,26.38,43.86
2024-12-28,Machine_12,Germanium,Cleanroom_4,78.2,8.43,10.41,26.93,45.38
2024-12-30,Machine_17,Silicon,Cleanroom_4,96.32,4.66,0.81,22.69,41.46
2024-11-17,Machine_3,Gallium Arsenide,Cleanroom_2,79.44,4.85,23.69,24.6,47.44
2023-08-01,Machine_1,Silicon Carbide,Cleanroom_1,97.16,7.06,19.69,23.59,41.07
2024-04-20,Machine_14,Gallium Arsenide,Cleanroom_1,71.65,1.07,21.39,21.13,37.7
2024-09-21,Machine_19,Gallium Arsenide,Cleanroom_4,90.73,1.68,12.58,22.5,48.05
2023-10-07,Machine_7,Gallium Arsenide,Cleanroom_4,80.81,9.03,12.4,29.29,46.27
2023-05-04,Machine_4,Germanium,Cleanroom_3,71.42,7.61,17.81,27.22,48.61
2023-05-13,Machine_15,Gallium Arsenide,Cleanroom_2,99.35,7.16,1.04,22.96,48.67
2023-02-20,Machine_11,Silicon Carbide,Cleanroom_3,75.97,4.17,10.3,28.62,35.03
2024-01-12,Machine_6,Gallium Arsenide,Cleanroom_3,72.05,6.47,15.64,23.61,39.96
2023-08-05,Machine_2,Silicon,Cleanroom_3,88.31,9.87,13.95,23.63,41.04
2024-08-06,Machine_19,Germanium,Cleanroom_1,81.65,2.79,10.82,27.17,41.09
2023-11-28,Machine_8,Germanium,Cleanroom_3,95.93,4.99,8.56,21.83,45.52
2023-04-12,Machine_18,Silicon Carbide,Cleanroom_4,94.32,7.17,18.02,24.07,39.74
2024-05-13,Machine_6,Silicon Carbide,Cleanroom_2,76.24,9.38,12.37,22.86,46.18
2023-05-16,Machine_16,Silicon Carbide,Cleanroom_3,80.38,1.37,18.29,28.31,37.4
2023-10-10,Machine_4,Silicon Carbide,Cleanroom_3,84.5,9.84,23.9,24.84,32.42
2023-12-16,Machine_5,Germanium,Cleanroom_3,95.62,7.33,1.77,20.58,43.13
2024-11-09,Machine_9,Silicon Carbide,Cleanroom_3,90.55,4.36,3.47,20.47,46.14
2023-02-02,Machine_7,Gallium Arsenide,Cleanroom_3,83.48,8.0,16.91,25.64,47.33
2024-01-26,Machine_3,Germanium,Cleanroom_3,85.34,8.99,7.41,20.11,46.21
2024-01-02,Machine_2,Gallium Arsenide,Cleanroom_2,87.65,0.85,12.42,23.48,30.06
2024-11-15,Machine_20,Silicon,Cleanroom_4,77.0,9.16,23.43,21.99,39.67
2023-10-09,Machine_12,Silicon Carbide,Cleanroom_1,78.94,6.09,1.45,24.32,48.74
2023-12-13,Machine_3,Germanium,Cleanroom_2,84.38,1.79,6.37,23.41,46.83
2023-05-03,Machine_13,Silicon,Cleanroom_1,82.5,8.88,12.52,24.71,44.35
2024-12-26,Machine_13,Germanium,Cleanroom_3,81.87,1.54,15.65,26.7,43.98
2023-05-22,Machine_4,Gallium Arsenide,Cleanroom_1,97.42,6.77,16.45,28.52,33.36
2024-03-05,Machine_19,Gallium Arsenide,Cleanroom_4,80.31,4.74,13.61,20.77,32.74
2024-03-07,Machine_13,Germanium,Cleanroom_4,81.78,4.78,23.67,21.14,39.48
2023-08-08,Machine_6,Silicon,Cleanroom_3,79.84,8.51,13.39,23.69,45.53
2023-10-10,Machine_13,Gallium Arsenide,Cleanroom_3,72.51,4.13,5.44,21.82,49.21
2023-04-13,Machine_10,Germanium,Cleanroom_1,89.73,6.75,3.83,21.52,36.76
2024-11-29,Machine_14,Germanium,Cleanroom_1,92.16,6.62,4.64,29.33,43.62
2024-09-26,Machine_10,Germanium,Cleanroom_2,90.23,4.64,3.27,28.53,42.26
2023-02-02,Machine_2,Silicon Carbide,Cleanroom_3,81.9,3.95,20.48,21.03,30.67
2024-09-02,Machine_9,Silicon Carbide,Cleanroom_3,78.28,7.35,23.59,29.08,45.89
2023-01-16,Machine_15,Silicon Carbide,Cleanroom_4,93.81,7.18,0.29,27.92,34.04
2024-03-29,Machine_6,Silicon,Cleanroom_3,99.17,1.93,20.76,21.21,46.82
2023-05-29,Machine_10,Silicon Carbide,Cleanroom_1,77.95,2.36,0.15,24.04,32.75
2024-01-13,Machine_16,Germanium,Cleanroom_4,91.7,3.62,10.21,27.19,40.14
2023-08-09,Machine_2,Germanium,Cleanroom_1,91.4,1.65,2.36,24.98,39.34
2023-06-02,Machine_14,Silicon Carbide,Cleanroom_1,87.37,3.65,11.06,29.37,43.46
2023-09-14,Machine_3,Silicon Carbide,Cleanroom_3,81.84,9.02,5.54,23.47,32.98
2024-08-29,Machine_2,Germanium,Cleanroom_4,70.33,4.71,7.12,29.97,48.91
2024-05-26,Machine_18,Germanium,Cleanroom_2,83.6,7.96,2.13,27.92,44.84
2024-05-29,Machine_15,Gallium Arsenide,Cleanroom_4,98.14,7.27,22.26,21.49,45.99
2024-10-18,Machine_7,Silicon,Cleanroom_2,85.02,8.65,17.48,29.87,41.26
2023-12-12,Machine_7,Gallium Arsenide,Cleanroom_2,84.92,4.79,17.12,26.72,33.41
2024-09-07,Machine_8,Silicon,Cleanroom_1,72.65,7.39,19.81,28.19,48.45
2024-01-15,Machine_8,Gallium Arsenide,Cleanroom_2,83.15,3.13,6.91,25.56,43.52
2023-07-11,Machine_16,Germanium,Cleanroom_3,99.69,4.24,14.03,29.11,39.02
2024-02-12,Machine_11,Gallium Arsenide,Cleanroom_1,74.64,9.51,0.91,24.08,31.85
2024-02-23,Machine_16,Silicon,Cleanroom_3,86.15,7.71,21.68,22.25,49.59
2024-06-06,Machine_8,Germanium,Cleanroom_2,89.21,2.04,12.11,21.81,41.66
2023-08-01,Machine_10,Silicon Carbide,Cleanroom_3,71.13,4.64,1.33,22.07,48.87
2023-11-06,Machine_9,Silicon Carbide,Cleanroom_3,82.51,2.58,17.46,20.54,36.87
2024-12-17,Machine_3,Germanium,Cleanroom_2,89.3,3.79,18.27,27.91,39.07
2024-09-15,Machine_14,Gallium Arsenide,Cleanroom_2,90.33,2.11,17.97,20.18,37.35
2023-07-03,Machine_12,Gallium Arsenide,Cleanroom_4,79.81,1.43,5.87,27.63,38.38
2023-12-24,Machine_12,Gallium Arsenide,Cleanroom_2,90.5,1.46,16.48,28.65,40.04
2024-04-22,Machine_4,Silicon Carbide,Cleanroom_3,90.57,5.49,3.51,29.46,49.79
2023-10-29,Machine_19,Gallium Arsenide,Cleanroom_3,79.78,2.38,23.46,21.36,44.66
2024-09-14,Machine_10,Silicon Carbide,Cleanroom_3,79.65,5.99,12.67,20.97,42.23
2024-12-26,Machine_16,Silicon,Cleanroom_4,87.93,3.16,6.26,20.02,32.64
2024-06-18,Machine_5,Gallium Arsenide,Cleanroom_3,70.83,4.04,20.91,22.58,45.35
2023-02-21,Machine_11,Silicon,Cleanroom_1,82.92,2.95,10.61,22.96,40.36
2024-08-24,Machine_1,Silicon Carbide,Cleanroom_2,86.73,0.17,15.65,23.2,31.68
2024-03-15,Machine_1,Germanium,Cleanroom_4,81.23,9.04,12.26,26.8,36.2
2023-06-10,Machine_10,Silicon,Cleanroom_4,75.99,6.59,11.37,23.14,48.79
2024-11-30,Machine_16,Silicon,Cleanroom_4,94.41,5.87,17.82,22.1,36.74
2023-07-17,Machine_11,Silicon,Cleanroom_2,80.04,5.28,12.87,29.1,47.43
2024-10-05,Machine_9,Germanium,Cleanroom_2,85.52,6.54,17.86,24.62,47.76
2023-04-03,Machine_5,Gallium Arsenide,Cleanroom_1,79.82,9.56,14.82,20.43,49.41
2023-01-22,Machine_3,Germanium,Cleanroom_3,77.55,8.52,16.92,27.44,31.39
2023-04-02,Machine_14,Silicon,Cleanroom_2,88.31,7.08,19.21,27.15,41.08
2023-07-29,Machine_13,Silicon,Cleanroom_2,85.42,2.42,2.54,21.61,30.19
2024-03-13,Machine_12,Gallium Arsenide,Cleanroom_4,77.23,1.17,0.42,25.05,40.51
2024-07-18,Machine_14,Silicon,Cleanroom_1,78.46,8.58,18.94,29.73,41.07
2024-03-05,Machine_14,Silicon Carbide,Cleanroom_2,79.35,6.86,6.69,20.64,42.31
2023-06-14,Machine_6,Silicon,Cleanroom_1,77.38,7.34,5.16,24.88,44.95
2024-12-19,Machine_19,Germanium,Cleanroom_2,87.95,9.09,7.95,26.0,44.9
2024-04-01,Machine_20,Silicon,Cleanroom_3,75.7,2.03,11.53,26.8,42.68
2024-05-23,Machine_1,Silicon Carbide,Cleanroom_4,80.45,7.15,23.62,22.74,37.81
2023-01-12,Machine_16,Silicon Carbide,Cleanroom_1,81.85,7.93,12.77,21.37,43.32
2024-05-06,Machine_5,Germanium,Cleanroom_1,77.25,6.54,3.86,22.12,37.89
2024-12-31,Machine_13,Gallium Arsenide,Cleanroom_3,80.0,3.76,13.98,28.11,31.67
2023-01-30,Machine_6,Silicon,Cleanroom_1,95.87,4.68,8.57,20.8,43.31
2023-06-29,Machine_9,Silicon Carbide,Cleanroom_3,70.62,1.1,9.16,28.81,34.66
2024-08-27,Machine_20,Silicon,Cleanroom_1,88.68,2.79,23.4,23.75,32.08
2023-12-22,Machine_2,Silicon Carbide,Cleanroom_1,92.1,9.95,10.1,29.9,41.82
2023-04-18,Machine_20,Gallium Arsenide,Cleanroom_2,77.88,0.95,22.62,23.71,44.83
2023-09-16,Machine_10,Silicon Carbide,Cleanroom_3,92.01,3.62,11.4,28.3,40.44
2024-08-01,Machine_11,Gallium Arsenide,Cleanroom_3,78.61,0.61,20.08,26.84,31.02
2024-04-14,Machine_6,Silicon,Cleanroom_3,75.58,3.69,1.86,24.32,34.23
2024-06-05,Machine_9,Silicon,Cleanroom_2,71.2,5.37,9.48,25.41,48.05
2024-09-06,Machine_17,Silicon,Cleanroom_2,90.07,8.57,19.87,27.03,46.28
2024-04-25,Machine_11,Silicon Carbide,Cleanroom_2,76.06,1.09,11.23,22.19,44.0
2024-05-02,Machine_14,Gallium Arsenide,Cleanroom_3,86.75,1.83,14.41,21.49,39.27
2024-04-16,Machine_9,Gallium Arsenide,Cleanroom_1,92.62,3.43,2.2,26.63,35.18
2024-05-15,Machine_11,Silicon,Cleanroom_3,98.55,3.67,14.16,29.85,44.67
2024-11-27,Machine_1,Germanium,Cleanroom_4,86.86,5.1,15.97,22.23,38.77
2024-07-26,Machine_3,Silicon,Cleanroom_3,82.09,5.92,9.72,23.77,37.16
2023-10-08,Machine_15,Silicon Carbide,Cleanroom_2,85.72,7.99,16.7,21.33,39.11
2023-01-04,Machine_12,Germanium,Cleanroom_3,73.11,3.2,11.32,25.7,34.0
2023-08-31,Machine_8,Germanium,Cleanroom_3,79.5,5.52,1.33,27.33,42.27
2024-01-07,Machine_7,Silicon,Cleanroom_1,88.5,5.26,4.16,24.04,34.93
2024-07-26,Machine_20,Gallium Arsenide,Cleanroom_1,92.94,3.68,2.42,28.67,43.42
2023-12-23,Machine_5,Silicon Carbide,Cleanroom_1,75.48,6.97,21.53,23.57,40.85
2024-04-14,Machine_5,Silicon,Cleanroom_2,96.69,2.75,8.07,25.52,46.49
2024-03-07,Machine_8,Silicon,Cleanroom_1,91.43,3.89,14.81,20.65,45.4
2023-06-05,Machine_7,Gallium Arsenide,Cleanroom_1,93.85,2.73,17.25,22.12,32.63
2023-10-02,Machine_5,Gallium Arsenide,Cleanroom_4,97.92,2.79,4.53,26.64,44.19
2024-01-07,Machine_18,Silicon Carbide,Cleanroom_1,81.57,9.77,21.81,21.35,31.12
2024-02-24,Machine_12,Gallium Arsenide,Cleanroom_3,70.79,7.81,20.37,24.95,49.45
2023-06-09,Machine_8,Silicon Carbide,Cleanroom_4,91.88,0.75,21.03,27.38,49.5
2023-10-06,Machine_10,Silicon Carbide,Cleanroom_4,99.72,4.76,16.62,26.67,33.7
2024-12-13,Machine_18,Germanium,Cleanroom_3,87.0,7.71,5.48,29.03,44.23
2024-07-22,Machine_5,Gallium Arsenide,Cleanroom_2,77.12,4.71,19.6,29.25,41.55
2024-08-11,Machine_9,Silicon,Cleanroom_1,71.84,5.6,21.21,24.67,39.58
2024-11-08,Machine_4,Silicon,Cleanroom_3,96.2,6.24,0.97,22.14,36.64
2023-09-12,Machine_5,Silicon Carbide,Cleanroom_2,91.46,9.16,12.81,24.65,43.62
2023-03-12,Machine_7,Gallium Arsenide,Cleanroom_3,97.36,6.17,23.31,23.11,38.99
2024-12-14,Machine_2,Germanium,Cleanroom_4,81.05,4.57,15.43,25.88,34.15
2024-03-10,Machine_8,Silicon,Cleanroom_2,91.78,5.31,15.47,22.44,46.26
2024-01-03,Machine_10,Germanium,Cleanroom_1,79.28,6.67,0.55,28.63,46.07
2024-09-20,Machine_7,Silicon,Cleanroom_3,86.08,1.12,5.73,27.03,33.49
2023-07-28,Machine_4,Germanium,Cleanroom_4,91.66,8.08,14.7,25.5,32.07
2024-07-19,Machine_18,Silicon,Cleanroom_2,80.28,3.06,11.5,27.0,40.17
2024-01-16,Machine_3,Gallium Arsenide,Cleanroom_2,93.52,0.51,8.09,25.28,42.44
2024-11-26,Machine_15,Gallium Arsenide,Cleanroom_1,96.38,2.63,11.26,22.32,33.99
2024-03-23,Machine_20,Gallium Arsenide,Cleanroom_1,88.57,4.88,18.1,21.46,44.27
2023-03-25,Machine_15,Silicon,Cleanroom_2,72.53,3.79,4.87,21.0,33.11
2024-12-20,Machine_3,Silicon Carbide,Cleanroom_3,77.74,6.4,22.17,22.93,30.69
2023-12-06,Machine_6,Silicon Carbide,Cleanroom_2,72.64,5.86,13.82,29.3,45.04
2023-07-26,Machine_15,Gallium Arsenide,Cleanroom_4,91.66,5.18,17.18,28.49,43.56
2024-10-07,Machine_5,Gallium Arsenide,Cleanroom_1,95.94,6.97,10.99,27.5,33.8
2023-01-18,Machine_3,Silicon,Cleanroom_4,90.34,5.74,13.04,26.36,41.77
2023-07-28,Machine_4,Germanium,Cleanroom_1,76.65,2.29,10.99,21.42,46.25
2023-12-08,Machine_12,Germanium,Cleanroom_4,79.39,3.75,6.77,22.6,34.25
2023-08-03,Machine_2,Gallium Arsenide,Cleanroom_3,98.28,5.38,17.77,27.22,39.2
2023-04-27,Machine_17,Germanium,Cleanroom_4,81.25,2.76,22.56,22.15,45.83
2023-02-03,Machine_16,Gallium Arsenide,Cleanroom_4,91.54,1.6,8.82,25.31,47.0
2024-05-08,Machine_16,Silicon Carbide,Cleanroom_2,87.37,5.71,11.67,24.57,34.71
2024-11-19,Machine_15,Silicon,Cleanroom_2,72.03,3.25,21.24,29.53,38.77
2023-09-01,Machine_3,Gallium Arsenide,Cleanroom_4,76.77,7.46,0.23,29.92,32.61
2023-08-25,Machine_17,Silicon,Cleanroom_4,81.0,9.88,14.21,29.48,33.79
2024-08-12,Machine_8,Gallium Arsenide,Cleanroom_4,98.34,4.19,5.28,21.08,37.19
2023-09-12,Machine_7,Germanium,Cleanroom_1,76.14,0.6,16.83,28.28,37.7
2024-03-23,Machine_11,Silicon,Cleanroom_2,71.74,7.17,9.45,28.87,42.93
2023-04-12,Machine_15,Silicon Carbide,Cleanroom_3,77.43,8.89,18.01,24.97,47.94
2023-05-05,Machine_20,Silicon Carbide,Cleanroom_3,81.0,1.44,6.42,21.43,37.99
2023-05-12,Machine_19,Silicon Carbide,Cleanroom_2,70.28,3.81,9.71,26.53,49.38
2023-12-21,Machine_3,Gallium Arsenide,Cleanroom_1,98.86,6.72,4.13,24.2,44.65
2024-02-23,Machine_9,Silicon,Cleanroom_2,91.53,4.11,7.33,25.86,44.72
2024-03-13,Machine_9,Silicon Carbide,Cleanroom_4,86.07,3.46,20.27,22.7,48.24
2024-07-10,Machine_18,Germanium,Cleanroom_4,85.35,9.88,19.11,24.68,42.94
2023-04-13,Machine_20,Silicon,Cleanroom_2,81.85,8.43,20.13,25.4,47.19
2023-07-14,Machine_8,Silicon,Cleanroom_2,92.98,7.61,2.24,20.3,30.23
2024-01-27,Machine_9,Germanium,Cleanroom_1,91.42,9.45,3.56,21.54,37.47
2023-03-18,Machine_1,Gallium Arsenide,Cleanroom_4,78.24,2.69,13.36,23.48,44.38
2023-05-31,Machine_15,Gallium Arsenide,Cleanroom_1,99.89,2.39,14.36,28.8,38.16
2023-08-14,Machine_17,Germanium,Cleanroom_1,92.01,0.91,6.94,20.42,45.65
2024-02-09,Machine_9,Germanium,Cleanroom_2,71.18,8.92,20.28,23.45,43.62
2023-08-18,Machine_20,Silicon,Cleanroom_3,98.5,6.43,22.5,23.36,36.17
2024-06-12,Machine_1,Silicon Carbide,Cleanroom_4,80.72,7.24,12.44,29.19,32.45
2023-08-05,Machine_6,Silicon,Cleanroom_4,91.99,2.63,7.36,22.37,40.4
2023-03-14,Machine_14,Silicon,Cleanroom_1,85.05,1.24,7.27,24.04,33.04
2024-05-02,Machine_2,Germanium,Cleanroom_4,85.23,6.96,11.32,25.88,45.45
2024-07-11,Machine_12,Gallium Arsenide,Cleanroom_4,73.78,8.3,23.75,24.53,34.72
2023-11-06,Machine_4,Gallium Arsenide,Cleanroom_4,90.33,1.65,8.45,27.74,37.65
2024-08-22,Machine_4,Silicon Carbide,Cleanroom_4,91.71,6.56,16.81,29.77,37.8
2024-05-02,Machine_7,Germanium,Cleanroom_1,88.04,5.03,20.39,28.18,30.93
2023-10-07,Machine_9,Silicon,Cleanroom_2,89.63,1.13,16.6,20.9,35.45
2024-04-02,Machine_12,Germanium,Cleanroom_3,74.18,3.08,14.71,25.69,33.62
2024-02-06,Machine_4,Gallium Arsenide,Cleanroom_2,77.77,4.53,22.76,21.16,47.16
2023-11-22,Machine_1,Germanium,Cleanroom_3,73.38,7.89,3.01,23.98,47.49
2023-11-27,Machine_18,Germanium,Cleanroom_3,75.13,0.35,9.13,23.87,42.29
2024-12-07,Machine_19,Germanium,Cleanroom_1,90.28,0.35,14.17,27.71,30.5
